CASE_NUMBER,JOB_TITLE,SOC_CODE,SOC_TITLE,FULL_TIME_POSITION,BEGIN_DATE,END_DATE,EMPLOYER_NAME,TRADE_NAME_DBA,WORKSITE_ADDRESS1,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,PW_WAGE_LEVEL,Year,Quarter
I-200-25031-658855,Resident - Medical,29-1021.00,"dentists, general",Y,2025-06-01 00:00:00,2028-05-31 00:00:00,The Charlotte Mecklenburg Hospital Authority d/b/a Atrium Health,,1601 Abbey Place - Building #2,Charlotte,MECKLENBURG,NC,28209,71035,,Year,,2025,Q2
I-200-25031-658897,DENTIST,29-1021.00,"dentists, general",Y,2025-02-08 00:00:00,2028-02-07 00:00:00,"PDS ARIZONA REGIONAL DENTAL SERVICES, LLC",,"1714 W HUNT HIGHWAY, STE 100",QUEEN CREEK,PIMA,AZ,85143,69.35,,Hour,II,2025,Q2
I-200-25030-654771,Pediatric Dentist,29-1021.00,"dentists, general",N,2025-02-14 00:00:00,2028-02-13 00:00:00,"The Kids Dentist Dental Center, LLC",,10618 N. Port Washington Road,Mequon,OZAUKEE,WI,53092-5013,150,,Hour,III,2025,Q2
I-200-25030-653945,General Dentist,29-1021.00,"dentists, general",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,Andorra Family Dentistry PC,,8919 Ridge Avenue,Philadelphia,PHILADELPHIA,PA,19128,160000,,Year,I,2025,Q2
I-200-25030-655215,Associate Dentist,29-1021.00,"dentists, general",Y,2025-02-10 00:00:00,2028-02-09 00:00:00,Meadows Dental Care LLC,,9600 S I-35 Frontage Rd,Austin,TRAVIS,TX,78748,208000,,Year,II,2025,Q2
I-200-25030-652504,DENTIST,29-1021.00,"dentists, general",Y,2025-02-07 00:00:00,2028-02-06 00:00:00,"Western Dental Services, Inc.",,921 SOUTH MAIN STREET,SALINAS,MONTEREY,CA,93901,100,,Hour,II,2025,Q2
I-200-25029-650683,Assistant Professor of Clinical Family & Community Medicine,29-1021.00,"dentists, general",Y,2025-06-02 00:00:00,2028-06-01 00:00:00,Southern Illinois University School of Medicine,,520 N. 4th Street,Springfield,SANGAMON,IL,62702,204252,215004,Year,I,2025,Q2
I-200-25029-652076,Dentist,29-1021.00,"dentists, general",N,2025-02-10 00:00:00,2028-02-09 00:00:00,FAMILY DENTAL LLC,,2941 Two Noch Road,Columbia,RICHLAND,SC,29204,67.32,100,Hour,I,2025,Q2
I-200-25029-652339,Dentist,29-1021.00,"dentists, general",Y,2025-03-03 00:00:00,2028-03-02 00:00:00,"Community Health Programs, Inc.",,CHP Neighborhood Dental Center,Pittsfield,PITTSFIELD CITY,MA,01201,63.28,,Hour,I,2025,Q2
I-200-25028-646731,Associate Dentist,29-1021.00,"dentists, general",Y,2025-03-03 00:00:00,2028-03-02 00:00:00,"Life Bridge Dental, PLLC",,255 W 53rd St.,New York,NEW YORK,NY,10019,175500,,Year,II,2025,Q2
I-200-25028-646863,Associate Dentist,29-1021.00,"dentists, general",Y,2025-03-03 00:00:00,2028-03-02 00:00:00,"Life Bridge Dental, PLLC",,255 W 53rd St.,New York City,NEW YORK,NY,10019,175500,,Year,III,2025,Q2
I-200-25027-645754,Dentist,29-1021.00,"dentists, general",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Valley Health Partners Community Health Center,,101 N 6th Street,Allentown,LEHIGH,PA,18101,173316,,Year,II,2025,Q2
I-200-25024-642340,Dentist,29-1021.00,"dentists, general",Y,2025-01-24 00:00:00,2027-06-30 00:00:00,Ozarks Resource Group,Ozarks Community Health Center,201 W. Smith Drive,Stockton,CEDAR,MO,65785,165000,230000,Year,I,2025,Q2
I-200-25024-641188,Dentist,29-1021.00,"dentists, general",N,2025-06-30 00:00:00,2028-06-29 00:00:00,"Tremont Road Dental Super, P.C.",Spencer Dental & Braces,400 Southpark Blvd,Colonial Heights,COLONIAL HEIGHTS CITY,VA,23834,115,,Hour,II,2025,Q2
I-200-25024-641305,Dentist,29-1021.00,"dentists, general",Y,2025-02-03 00:00:00,2028-02-01 00:00:00,Richland Medical Center,Central Ozarks Medical Center,1652 N Business Route 5,Camdenton,CAMDEN,MO,65020,220000,,Year,II,2025,Q2
I-200-25022-635197,Assistant Professor,29-1021.00,"dentists, general",Y,2025-02-14 00:00:00,2028-02-13 00:00:00,Tufts University,,150 Goddard Memorial Drive,Worcester,WORCESTER CITY,MA,01603,130560,,Year,II,2025,Q2
I-200-25021-630390,Associate Dentist,29-1021.00,"dentists, general",Y,2025-03-28 00:00:00,2028-03-27 00:00:00,MERIDIAN HEALTH SERVICES CORP,,1518 Main St.,Elwood,MADISON,IN,46036,170000,180000,Year,II,2025,Q2
I-200-25020-629273,Dentist,29-1021.00,"dentists, general",Y,2025-04-01 00:00:00,2028-03-31 00:00:00,Cumming Dental Smiles 2 LLC,,1735 Buford Hwy,Cumming,FORSYTH,GA,30041,234000,,Year,III,2025,Q2
I-200-25021-630166,DENTIST,29-1021.00,"dentists, general",Y,2025-02-01 00:00:00,2028-01-31 00:00:00,AZAD DENTAL CORPORATION ,CALIDENTAL ,1009 N. H STREET,LOMPOC,SANTA BARBARA,CA,93436,112,,Hour,IV,2025,Q2
I-200-25020-630081,DENTIST,29-1021.00,"dentists, general",Y,2025-03-30 00:00:00,2028-03-29 00:00:00,"Ghazal, Rodgers, and Watanabe Dental Corporation",Network of California Dental Professionals,"3000 Danville Blvd., Ste. A & B",Alamo,CONTRA COSTA,CA,94507,95.92,,Hour,II,2025,Q2
I-200-25017-626393,Dentist,29-1021.00,"dentists, general",Y,2025-02-24 00:00:00,2028-02-23 00:00:00,"Kennestone Dentist, LLC",,598 Nancy St,Marietta,COBB,GA,30060,208000,,Year,III,2025,Q2
I-200-25017-626263,Dentist,29-1021.00,"dentists, general",Y,2025-02-17 00:00:00,2028-02-16 00:00:00,"Excel Dental of Moon Township, PC",,5990 University Blvd,Coraopolis,ALLEGHENY,PA,15108,180000,,Year,III,2025,Q2
I-200-25017-626671,Dentist,29-1021.00,"dentists, general",Y,2025-06-28 00:00:00,2028-06-27 00:00:00,"Wisconsin Dental Group, S.C.",,5100 W Forest Home Ave,Milwaukee,MILWAUKEE,WI,53219,140587,,Year,I,2025,Q2
I-200-25016-624017,Correctional Unit Dentist,29-1021.00,"dentists, general",Y,2025-04-01 00:00:00,2028-03-31 00:00:00,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,,12071 FM 3522,Abilene,TAYLOR,TX,79601,185000,200000,Year,II,2025,Q2
I-200-25016-623906,Dentist,29-1021.00,"dentists, general",Y,2025-01-20 00:00:00,2028-01-19 00:00:00,Dr. Ashwin Nambisan PLLC,,4505 Spicewood Springs RD,Austin,TRAVIS,TX,78759,93662,,Year,I,2025,Q2
I-200-25016-622917,General Dentist,29-1021.00,"dentists, general",Y,2025-01-27 00:00:00,2028-01-26 00:00:00,Dental Care Center Justice LLC,,8021 W 79th St,Justice,COOK,IL,60458,180000,200000,Year,I,2025,Q2
I-200-25015-621293,Dentist,29-1021.00,"dentists, general",N,2025-01-22 00:00:00,2028-01-21 00:00:00,Chetan Agarwal DMD PLLC,,8505 Davis Lake Pkwy,Charlotte,MECKLENBURG,NC,28269,95,,Hour,II,2025,Q2
I-200-25015-618737,DENTIST,29-1021.00,"dentists, general",Y,2025-02-03 00:00:00,2028-02-02 00:00:00,"Ghazal, Rodgers, and Watanabe Dental Corporation",NETWORK OF CALIFORNIA DENTAL PROFESSIONALS,30941 COURTHOUSE DRIVE,UNION CITY,ALAMEDA,CA,94587,95.92,,Hour,II,2025,Q2
I-200-25014-617673,Dentist,29-1021.00,"dentists, general",Y,2025-02-03 00:00:00,2028-02-02 00:00:00,"Modern Dental Professionals - Dallas Forth Worth, P.C.",,2721 State Highway 121,Euless,TARRANT,TX,76039,180000,,Year,I,2025,Q2
I-200-25014-617967,Associate Dentist,29-1021.00,"dentists, general",N,2025-01-23 00:00:00,2028-01-22 00:00:00,Seguin Dentalcare PLLC,,"1417, E Walnut Street,",Seguin,GUADALUPE,TX,78155,81.25,,Hour,II,2025,Q2
I-200-25014-618257,Dentist,29-1021.00,"dentists, general",Y,2025-01-27 00:00:00,2028-01-26 00:00:00,"Merit Dental of Ohio - Nouneh, Inc",,175 Lyness Ave,Harrison,HAMILTON,OH,45030,225000,,Year,I,2025,Q2
I-200-25014-617505,Associate Dentist,29-1021.00,"dentists, general",Y,2025-01-31 00:00:00,2028-01-30 00:00:00,"Benson Dental, P.C.",,1404 Ford Ave.,Wyandotte,WAYNE,MI,48124,153000,281385,Year,II,2025,Q2
I-200-25014-615763,Associate Dentist,29-1021.00,"dentists, general",Y,2025-05-01 00:00:00,2028-04-30 00:00:00,"Whalom Dental, PLLC",,385 John Fitch Way,Fitchburg,WORCESTER CITY,MA,01420,162000,,Year,I,2025,Q2
I-200-25010-611386,Associate Dentist,29-1021.00,"dentists, general",Y,2025-04-27 00:00:00,2028-04-26 00:00:00,Smile Line P.C,Riverdale Dental,1073 Riverdale Street,West Springfield,HAMPDEN,MA,01089,250000,,Year,II,2025,Q2
I-200-25010-611620,Dentist,29-1021.00,"dentists, general",Y,2025-07-11 00:00:00,2028-07-10 00:00:00,Erie County Office of Auditor,Erie County Health Department,420 Superior St.,Sandusky,ERIE,OH,44870,195520,,Year,IV,2025,Q2
I-200-25010-610201,General Dentist,29-1021.00,"dentists, general",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,Fuller Smiles Dental LLC,Zendentistry,"30 East 60th Street, #401",New York,NEW YORK,NY,10022,600000,,Year,II,2025,Q2
I-200-25010-611363,Dentist,29-1021.00,"dentists, general",Y,2025-04-25 00:00:00,2028-04-24 00:00:00,Betty Jean Kerr Peoples Health Centers,,11642 West Florissant,Florissant,ST LOUIS,MO,63033,183000,215000,Year,II,2025,Q2
I-200-25010-611387,DENTIST,29-1021.00,"dentists, general",Y,2025-03-30 00:00:00,2028-03-29 00:00:00,"Ghazal, Rodgers, and Watanabe Dental Corporation",NETWORK OF CALIFORNIA DENTAL PROFESSIONALS,3000 Danville Blvd.  Ste. A & B,Alamo,CONTRA COSTA,CA,94507,95.92,,Hour,II,2025,Q2
I-200-25010-611476,Dentist,29-1021.00,"dentists, general",N,2025-01-11 00:00:00,2028-01-10 00:00:00,Jacobson Dental Corporation,d/b/a Children's Choice Pediatric Dental,4856 E Kings Canyon Rd,Fresno,FRESNO,CA,93727,137.5,,Hour,I,2025,Q2
I-200-25009-608635,Dentist,29-1021.00,"dentists, general",Y,2025-04-01 00:00:00,2028-03-31 00:00:00,United Health Centers of the San Joaquin Valley ,,2610 Tuolumne Street,Fresno,FRESNO,CA,93721,203340,,Year,II,2025,Q2
I-200-25009-607822,Dentist,29-1021.00,"dentists, general",Y,2025-03-01 00:00:00,2028-02-29 00:00:00,"GD PA, PLLC",,5250 Freemansburg Ave.,Easton,NORTHAMPTON,PA,18045,320000,,Year,IV,2025,Q2
I-200-25008-604892,Dentist,29-1021.00,"dentists, general",Y,2025-01-13 00:00:00,2028-01-12 00:00:00,Bay Area Community Health,,9460 No Name Uno,Gilroy,SANTA CLARA,CA,95020,136000,,Year,I,2025,Q2
I-200-25008-604976,DENTIST,29-1021.00,"dentists, general",Y,2025-03-30 00:00:00,2028-03-29 00:00:00,"Western Dental Services, Inc.",,36416 FREMONT BLVD.,FREMONT,ALAMEDA,CA,94538,95,,Hour,II,2025,Q2
I-200-25008-605180,Associate Dentist,29-1021.00,"dentists, general",N,2025-05-01 00:00:00,2028-04-30 00:00:00,"Whalom Dental, PLLC",,385 John Fitch Hwy,Fitchburg,WORCESTER CITY,MA,01420,77,,Hour,I,2025,Q2
I-200-25007-599665,Assistant Professor of Clinical FCM,29-1021.00,"dentists, general",Y,2025-01-07 00:00:00,2028-01-06 00:00:00,Southern Illinois University School of Medicine,,520 N. 4th Street,Springfield,SANGAMON,IL,62702,204252,215004,Year,I,2025,Q2
I-200-25007-599622,Dentist,29-1021.00,"dentists, general",Y,2025-05-20 00:00:00,2028-05-19 00:00:00,Erie County Office of Auditor,Erie County Health Department,420 Superior St.,Sandusky,ERIE,OH,44870,195520,,Year,IV,2025,Q2
I-200-25007-601262,Dentist,29-1021.00,"dentists, general",Y,2025-03-15 00:00:00,2028-03-14 00:00:00,Clinicas del Camino Real ,,801 Cooper Road,Oxnard,VENTURA,CA,93030,165000,,Year,II,2025,Q2
I-200-25007-600884,General Dentist,29-1021.00,"dentists, general",N,2025-01-13 00:00:00,2028-01-12 00:00:00,Greenwood Dental Hudson PLLC,Greenwood Dental,8 Flagstone Drive,Hudson,HILLSBOROUGH,NH,03051,65,,Hour,II,2025,Q2
I-200-25007-599709,Dentist,29-1021.00,"dentists, general",N,2025-01-14 00:00:00,2028-01-13 00:00:00,AV Periodontics PLLC,TetraHealth Dentistry,4 Dearfield Dr,Greenwich,FAIRFIELD,CT,06831,110,140,Hour,II,2025,Q2
I-200-25007-599986,Clinical Assistant Professor,29-1021.00,"dentists, general",Y,2025-05-11 00:00:00,2027-06-30 00:00:00,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,,"UNC-CH, Adams School of Dentistry, Restorative Sciences Dept",Chapel Hill,ORANGE,NC,27599,140000,,Year,II,2025,Q2
I-200-25003-592410,Dentist,29-1021.00,"dentists, general",Y,2025-01-13 00:00:00,2028-01-12 00:00:00,Bay Area Community Health,,9460 No Name Uno,Gilroy,SANTA CLARA,CA,95020,136000,,Year,I,2025,Q2
I-200-25003-594107,General Dentist,29-1021.00,"dentists, general",N,2025-02-01 00:00:00,2028-01-31 00:00:00,"Onkar Dental, Inc.",,416 Tyler Street,Pittsfield,PITTSFIELD CITY,MA,01201,100,,Hour,II,2025,Q2
I-200-25002-588688,Dentist,29-1021.00,"dentists, general",N,2025-01-18 00:00:00,2028-01-17 00:00:00,Global Smiles Dental 5 LLC,7 Days Family Dental of High School Rd.,3410 N. High School Rd.,Indianapolis,MARION,IN,46224,100,,Hour,II,2025,Q2
I-200-25002-589721,Dentist,29-1021.00,"dentists, general",N,2025-06-27 00:00:00,2028-06-26 00:00:00,"Dynamic Dental Care, LLC",,141 E Emmaus Ave,Allentown,LEHIGH,PA,18103,68.08,,Hour,II,2025,Q2
I-200-24365-576032,Associate Dentist,29-1021.00,"dentists, general",Y,2025-04-01 00:00:00,2028-03-31 00:00:00,Nathaniel Chan DMD PC,Advanced Dental Arts,1250 Hancock Street,Quincy,QUINCY CITY,MA,02169,111134,,Year,I,2025,Q2
I-200-24362-574230,Clinical Assistant Professor,29-1021.00,"dentists, general",Y,2025-06-28 00:00:00,2028-06-27 00:00:00,The University of Iowa,,The University of Iowa,Iowa City,JOHNSON,IA,52242,129100,,Year,I,2025,Q2
I-200-24358-567604,DENTIST,29-1021.00,"dentists, general",Y,2025-01-06 00:00:00,2028-01-05 00:00:00,FAMILY DENTAL LLC,,2941 Two Notch Road,Columbia,RICHLAND,SC,29204,140026,250000,Year,I,2025,Q2
I-200-24358-567819,Dental Director,29-1021.00,"dentists, general",Y,2025-06-24 00:00:00,2028-06-23 00:00:00,"La Clinica de Familia, Inc.",,8600 Bataan Memorial East,Las Cruces,DONA ANA,NM,88011,150000,172000,Year,II,2025,Q2
I-200-24358-568054,General Dentist,29-1021.00,"dentists, general",Y,2025-06-21 00:00:00,2028-06-20 00:00:00,Perfect Dental LLC,,1 Washington St.,Taunton,TAUNTON CITY,MA,02780,200000,,Year,I,2025,Q2
I-200-24358-566646,General DENTIST,29-1021.00,"dentists, general",N,2025-01-01 00:00:00,2027-12-31 00:00:00,BATH DENTAL CARE LLC,,116 s walnut st,bath,LEHIGH,PA,18014,68.08,68.1,Hour,II,2025,Q2
I-200-24355-563701,Dentist,29-1021.00,"dentists, general",Y,2025-02-01 00:00:00,2028-01-31 00:00:00,Apple Tree Dental ,,2442 MOUNDS VIEW BLVD.,MOUNDS VIEW,RAMSEY,MN,55112,250000,,Year,IV,2025,Q2
I-200-24355-563765,Managing Clinical Director,29-1021.00,"dentists, general",Y,2025-01-18 00:00:00,2028-01-17 00:00:00,Smile Solutions of Kansas,,611 N Broadway St,Pittsburg,CRAWFORD,KS,66762,210000,,Year,IV,2025,Q2
I-200-24355-563463,Dentist,29-1021.00,"dentists, general",N,2024-12-30 00:00:00,2027-12-29 00:00:00,Drs Salem And Soliman Dental Corporation,Kids Smile Dental And Orthodontics,853 Plumas St.,Yuba City,SUTTER,CA,95757,125,,Hour,II,2025,Q2
I-200-24354-557703,Associate Dentist,29-1021.00,"dentists, general",N,2025-01-02 00:00:00,2028-01-01 00:00:00,"Tremont Road Dental Super, PC",Spencer Dental & Braces,4239 Holland Road,Virginia Beach,VIRGINIA BEACH CITY,VA,23452,112.5,,Hour,II,2025,Q2
I-200-24354-558153,Dentist,29-1021.00,"dentists, general",Y,2025-01-06 00:00:00,2028-01-05 00:00:00,"Mundelein Dental Clinic, LLC",,3074 W. IL Route 60,Mundelein,LAKE,IL,60060,79914,137205,Year,I,2025,Q2
I-200-24353-554259,Dentist (Managing Clinical Director),29-1021.00,"dentists, general",Y,2025-02-18 00:00:00,2028-02-17 00:00:00,PLEV TRAV PLC,,22010 Eureka Road,Taylor,WAYNE,MI,48101,208000,,Year,II,2025,Q2
I-200-24353-553389,Associate Dentist,29-1021.00,"dentists, general",Y,2025-02-01 00:00:00,2028-01-31 00:00:00,Joshi & Associates LLC,Smile Studio Dentistry of Baltimore,1900 E Northern Pkwy,Baltimore,BALTIMORE CITY,MD,21239,116293,,Year,I,2025,Q2
I-200-24353-555298,DENTIST,29-1021.00,"dentists, general",Y,2025-05-01 00:00:00,2028-04-30 00:00:00,SOUMAVA SEN DDS PC ,Brident Dental & Orthodontics,3527 PALMER HIGHWAY,TEXAS CITY,GALVESTON,TX,77590,87,,Hour,II,2025,Q2
I-200-24353-554643,Associate Dentist,29-1021.00,"dentists, general",Y,2024-12-30 00:00:00,2027-12-29 00:00:00,BHAWNA GUPTA DDS INC,,152 W El Camino Real,Sunnyvale,SANTA CLARA,CA,94087,180000,,Year,I,2025,Q2
I-200-24353-555333,DENTIST,29-1021.00,"dentists, general",N,2025-03-30 00:00:00,2028-03-29 00:00:00,"Western Dental Services, Inc.",,36416 FREMONT BLVD.,FREMONT,ALAMEDA,CA,94538,95,,Hour,II,2025,Q2
I-200-24352-550626,General Dentist,29-1021.00,"dentists, general",Y,2025-01-06 00:00:00,2028-01-05 00:00:00,"My Dental Lawrence, PLLC",My Dental Lawrence,465  S Broadway,Lawrence,LAWRENCE CITY,MA,01843,80,,Hour,II,2025,Q2
I-200-24352-551287,General Dentist,29-1021.00,"dentists, general",Y,2024-12-26 00:00:00,2027-12-25 00:00:00,"Bright Dental Madison, LLC",,7866 Mineral Point Rd.,Madison,DANE,WI,53717,200000,240000,Year,I,2025,Q2
I-200-24351-547412,Dentist,29-1021.00,"dentists, general",Y,2024-12-23 00:00:00,2027-12-22 00:00:00,EDP of Wisconsin SC,Elite Dental Partners,17160 West North Avenue,Brookfield,WAUKESHA,WI,53005,175000,,Year,II,2025,Q2
I-200-24351-544542,Associate Dentist,29-1021.00,"dentists, general",Y,2025-01-01 00:00:00,2027-12-31 00:00:00,Rose Dental PLLC,,159 Main Dunstable Road,Nashua,HILLSBOROUGH,NH,03060,12000,,Month,II,2025,Q2
I-200-24348-542208,Dentist (Associate),29-1021.00,"dentists, general",N,2024-12-23 00:00:00,2027-12-22 00:00:00,Partners Dental Care - Haverhill PLLC,,302 Main Street,Haverhill,HAVERHILL CITY,MA,01830,87.5,,Hour,I,2025,Q2
I-200-24347-540313,ASSOCIATE DENTIST,29-1021.00,"dentists, general",N,2025-01-04 00:00:00,2028-01-03 00:00:00,DETROIT DENTAL CARE P.C.,DETROIT DENTAL SPECIALISTS,15510 Livernois Avenue,Detroit,WAYNE,MI,48238,100,,Hour,I,2025,Q2
I-200-24348-540504,General Dentist,29-1021.00,"dentists, general",Y,2025-03-02 00:00:00,2028-03-01 00:00:00,Familia Dental Madison East LLC,,3003 E Washington Ave,Madison,DANE,WI,53704,111238,,Year,I,2025,Q2
I-200-24348-540522,General Dentist,29-1021.00,"dentists, general",Y,2025-05-11 00:00:00,2028-05-10 00:00:00,Familia Dental NB PLLC,,161 Creekside Way,New Braunfels,COMAL,TX,78130,93392,,Year,I,2025,Q2
I-200-24347-539117,Associate Dentist,29-1021.00,"dentists, general",N,2024-12-19 00:00:00,2027-12-18 00:00:00,Columbia Surgical Prosthodontics LLC,,900 Rain Forest Pkwy,Columbia,BOONE,MO,65202,100,,Hour,II,2025,Q2
I-200-24347-539236,Dentist,29-1021.00,"dentists, general",Y,2025-01-06 00:00:00,2028-01-05 00:00:00,Surdeep Singh DDS Inc.,Clovis Family Dentistry,1795 Herndon Ave,Clovis,FRESNO,CA,93611,100,,Hour,II,2025,Q2
I-200-24348-540488,General Dentist,29-1021.00,"dentists, general",Y,2025-02-18 00:00:00,2028-02-18 00:00:00,Dexter Dental LLC,,47 Clock Tower Plaza,Elgin,COOK,IL,60120,79914,,Year,I,2025,Q2
I-200-24346-535352,Dentist,29-1021.00,"dentists, general",Y,2025-01-06 00:00:00,2028-01-05 00:00:00,Dimock Community Health Center,,55 Dimock Street,Roxbury,BOSTON CITY,MA,02119,130000,140000,Year,II,2025,Q2
I-200-24346-535644,General Dentist,29-1021.00,"dentists, general",Y,2025-01-10 00:00:00,2028-01-09 00:00:00,The Chautauqua Center,,75 East Third Street,Dunkirk,CHAUTAUQUA,NY,14048,150000,,Year,II,2025,Q2
I-200-24346-536091,Dentist,29-1021.00,"dentists, general",Y,2025-02-15 00:00:00,2028-02-14 00:00:00,CAMARENA HEALTH,,124 South A Street,Madera,MADERA,CA,93638,175000,,Year,II,2025,Q2
I-200-24346-534744,Dentist (Managing Clinical Director),29-1021.00,"dentists, general",Y,2025-05-26 00:00:00,2028-05-25 00:00:00,Amrita Reddy DMD PC,,1031 Gold Street,Manchester,HILLSBOROUGH,NH,03103,188500,,Year,II,2025,Q2
I-200-24346-535596,General Dentist,29-1021.00,"dentists, general",N,2025-01-01 00:00:00,2027-12-31 00:00:00,"The Smile Institute, PC",,1842 Beacon St,Brookline,NORFOLK,MA,02445,62.5,,Hour,I,2025,Q2
I-200-24345-530261,Dentist,29-1021.00,"dentists, general",Y,2025-04-15 00:00:00,2028-04-14 00:00:00,ASSOCIATES IN DENTISTRY PC,Zubkov Dental,64 Palomba Drive,Enfield,HARTFORD CITY,CT,06082,150000,,Year,I,2025,Q2
I-200-24346-533289,General Dentist,29-1021.00,"dentists, general",Y,2025-02-15 00:00:00,2028-02-14 00:00:00,"AMERICAN DENTAL CARE OF DOVER, LLC.",AMERICAN DENTAL CARE,60 WOLF CREEK BOULEVARD,DOVER,KENT,DE,19901,250000,,Year,IV,2025,Q2
I-200-24345-531912,Dentist,29-1021.00,"dentists, general",Y,2025-02-01 00:00:00,2028-01-31 00:00:00,FAMILY HEALTHCARE NETWORK,,3425 N. First Street,Fresno,FRESNO,CA,93726,178000,,Year,II,2025,Q2
I-200-24344-528860,Dentist - Periodontist,29-1021.00,"dentists, general",Y,2025-01-06 00:00:00,2028-01-05 00:00:00," Advanced Periodontics and Implant Care, LLC",,723 Co Rd 46,Lady Lake,LAKE,FL,32159,400000,,Year,IV,2025,Q2
I-200-24344-528959,Dentist,29-1021.00,"dentists, general",Y,2025-05-01 00:00:00,2028-04-30 00:00:00,Third Street Community Clinic Inc.,Third Street Family Health Services,600 West Third Street,Mansfield,RICHLAND,OH,44906,153347,,Year,II,2025,Q2
I-200-24344-527584,Associate Dentist,29-1021.00,"dentists, general",N,2024-12-09 00:00:00,2027-12-08 00:00:00,Arch Dental Care PC,,12 Center Street,Northampton,NORTH HAMPTON,NH,01060,100,,Hour,II,2025,Q2
I-200-24341-523686,Dentist,29-1021.00,"dentists, general",Y,2024-12-16 00:00:00,2027-12-15 00:00:00,DENTAL ANATOMY FOLSOM,LAKESIDE DENTAL FOLSOM,183 Blue Ravine Rd,Folsom,SACRAMENTO,CA,95630,200000,,Year,II,2025,Q2
I-200-24340-520419,DENTIST,29-1021.00,"dentists, general",N,2025-01-01 00:00:00,2027-12-31 00:00:00,DALLA DENTAL GROUP GALT INC. ,DNTL Hub,"10360 TWIN CITIES ROAD, STE. 10",GALT,SACRAMENTO,CA,95632,125,,Hour,IV,2025,Q2
I-200-24340-520903,DENTIST,29-1021.00,"dentists, general",Y,2024-12-13 00:00:00,2027-12-12 00:00:00,Axis Dental,,319 TX-36,GATESVILLE,CORYELL,TX,76528,144000,,Year,I,2025,Q2
I-200-24340-520262,ASSOCIATE DENTIST,29-1021.00,"dentists, general",Y,2025-01-02 00:00:00,2028-01-01 00:00:00,THOMAS KENNEDY DDS OF MISSOURI II LLC,,5863 Suemandy Road,St. Peters,ST CHARLES,MO,63376,105706,175000,Year,I,2025,Q2
I-200-24339-517559,Associate Dentist,29-1021.00,"dentists, general",Y,2024-12-04 00:00:00,2027-12-01 00:00:00,"American Dental Care, P.C., a Pennsylvania professional corporation",,6162 Ridge Avenue,Philadelphia,PHILADELPHIA,PA,19128,100,,Hour,II,2025,Q2
I-200-24339-517230,Dentist,29-1021.00,"dentists, general",Y,2024-12-10 00:00:00,2027-12-09 00:00:00,"Comfortable Care Dental Health Professionals, PA",,13720 Old St Augustine Road,Jacksonville,NASSAU,FL,32258,150000,,Year,I,2025,Q2
I-200-24339-517683,GENERAL DENTIST,29-1021.00,"dentists, general",Y,2025-01-01 00:00:00,2027-12-31 00:00:00,"Jyothsna Reddy Sabalam, DMD, Inc.",,2416 Professional Dr.,Roseville,PLACER,CA,95661,120000,,Year,I,2025,Q2
I-200-24338-514861,Pediatric Dentist,29-1021.00,"dentists, general",Y,2025-01-06 00:00:00,2028-01-05 00:00:00,KEYSTONE RURAL HEALTH CENTER,,111 Chambers Hill Drive,Chambersburg,FRANKLIN,PA,17201,250000,325000,Year,I,2025,Q2
I-200-24339-515609,DENTIST,29-1021.00,"dentists, general",N,2024-12-10 00:00:00,2027-12-09 00:00:00,"Ghazal, Rodgers, and Watanabe Dental Corporation",NETWORK OF CALIFORNIA DENTAL PROFESSIONALS,"6766 BERNAL AVENUE, STE. 560",PLEASANTON,ALAMEDA,CA,94566,95.92,,Hour,II,2025,Q2
